NO.,Name of health facility,Telephone number,Email Address,Street Address,Municipality,Expiry Date,Sector of health facility,Head of the facility,Region,Province
1279,"Tugatog Health Center/ City
Government Of Valenzuela",8352-1000,valenzuelahealth@gmail.com,23 ST PETER AVE VEINTE REALES,VALENZUELA CITY,31/12/2025,G,"Matt Jacob V. Manansala, Md",NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1280,"Ugong 3S Health Center/City
Government Of Valenzuela",8352-1000,valenzuelahealth@gmail.com,QUE GRANDE UGONG,VALENZUELA CITY,31/12/2025,G,"Jonas Erik Dl. Cabrera, Md",NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1281,"University Of Santo Tomas 
Hospital",87313001,"MEDICALDIRECTOR@USTHOSPITAL
.COM.PH",ESPAÑA BLVD,"SAMPALOC, MANILA",31/12/2025,P,"Charito P. Malong-
Consolacion,Md",NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1282,Up-Philippine General Hospital,85548400,od.uppgh@up.edu.ph,TAFT AVENUE,"ERMITA, MANILA",31/12/2025,G,Dr. Gerardo D. Legaspi,NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1283,Urduja Health Center,86551263,"URDUJAHEALTHCENTER@GMAIL.C
OM","MAGAT SALAMAT ST URDUJA VILLAGE
BGY 172",CALOOCAN CITY,31/12/2025,G,"Ma Patricia Alyssa L. Locsin,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1284,"Valeriano Fugoso Health 
Center",5310-1330,vfugosohc@gmail.com,A H LACSON AVE COR ARAGON ST,"SANTA CRUZ, MANILA",31/12/2025,G,"Carmelita Calimlim Crisologo,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1285,"Veinte Reales Health Center/ 
City",8352-1000,valenzuelahealth@gmail.com,C. MOLINA ST. VEINTE REALES,VALENZUELA CITY,31/12/2025,G,"Ronalyn Dimailig, Md",NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1289,Vitas Health Center,8253-0054,mhd.vitas@gmail.com,"VIB COMPOUND, VITAS ST.","TONDO, MANILA",31/12/2025,G,"Mary Grace Q. Aquino, Md",NATIONAL CAPITAL REGION & RIZAL,NCR NORTH
1293,Ac Care Venture Co.,(02)8727-9537,accareventure@gmail.com,"UNIT 177B MANUEL L QUEZON ST
PUROK 3",TAGUIG,31/12/2027,P,"Christine Joy A. Bongon, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1298,Buting Health Center,641-1440,butinghc@yahoo.com,"2 CONCHING ST,  BRGY BUTING",PASIG CITY,31/12/2027,G,"Ma. Socorro G. Pilapil, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1300,"Christ The King Medical Center Unihealth Las Piñas, Inc.",8873-1119,christthekingmedicalcenter@gmail. com,"130 REAL ST., PAMPLONA UNO",LAS PIÑAS CITY,31/12/2026,P,Dr. Leonida T. Almelor,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1302,"City Governmen Of 
Parañaque/San Dionisio Health 
Center",8256-1664,sandionisiohealthcenter@yahoo.co m,8069 PELAEZ ST SAN DIONISIO,PARAÑAQUE CITY,31/12/2026,G,Ma. Dolores L. Matias,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1309,"Fajardo Health Centercity Government Of Las Piñas/ 
Golden",8800-9332,goldenacreslpcho@yahoo.com,"PROMENADE ST GOLDEN ACRES,
TALON 1",LAS PIÑAS CITY,31/12/2025,G,"Maria Alinea D. Salatan, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1311,"Dos Health Centercity Government Of Las Piñas/
Pamplona Dos Health Center",8843-2162,pamplonadoslpcho@yahoo.com,"AQUARIUS STREET PAMPLONA PARK
SUBDIVISION",LAS PIÑAS CITY,31/12/2025,G,"Henry A. Paralisan, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1318,"Uno Health Centercity Government Of Las 
Piñas/Elias",8785-6465,ealdanalpcho@yahoo.com,INTERIOR TRAMO ST ELIAS ALDANA,LAS PIÑAS CITY,31/12/2025,G,"Eleuterio C. Magtangob, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1323,"Nuevo Health Centercity Government Of Makati/ 
Kasilawan",7003233,consultskasilawan@makati.gov.ph,"2094 E PASCUA STREET BARANGAY
KASILAWAN",MAKATI CITY,31/12/2025,G,"Carmencita Ileen C. Ragasa,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1325,"Health Centercity Government Of Makati/ Pio 
Pc",8400-7383,consultspiopc@makati.gov.ph,"1ST CIRCLE WASHINGTON STREET
BARANGAY PIO DEL PILA",MAKATI CITY,31/12/2025,G,"Arelle E. Florogo, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1328,"Health Centercity Government Of 
Makati/Guadalupe Viejo Health 
Center",86720032,guadaviejo.mhd1@gmail.com,"CAMIA ST, CORNER GUMAMELA ST, BRGY 
GUADALUPE VIEJO",MAKATI CITY,31/12/2026,G,Christie Corazon S. Sales,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1329,"City Government Of 
Makati/Makati",(02),mhdemployees.clinic@gmail.com,"7TH FLR MAKATI CITY HALL, JP RIZAL ST
POBLACION",MAKATI CITY,31/12/2025,G,"Izumi O. Relos, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1332,"Health Centercity Government Of 
Makati/Pinagkaisahan Health 
Center",8821-8809,consultspinagkaisahan@makati.gov .ph,2886 DANLIG CORNER TOLENTINO STREET,MAKATI CITY,31/12/2025,G,"John Albert V. Tablizo, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1334,"Health Centercity Government Of Makati/San
Antonio Health Center",8897-2626,ConsultsSanAntonio@makati.gov.p h,"8456 MAYAPIS STREET., SAN ANTONIO",MAKATI CITY,31/12/2025,G,"Ramon B. Campos, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1340,"Bagong Silang Health Centercity Government Of 
Muntinlupa/",8541-3485,bayananannexhc.2020@gmail.com,"BLK 2 PUROK 1 DOLLETON ST.
BAYANAN",MUNTINLUPA CITY,31/12/2025,G,"Neal Jason V. Argana, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1352,"City Government Of 
Parañaque/ Bf",8826-6358,bfhc13@gmail.com,CONRADO BENITEZ ST. BF HOMES,PARAÑAQUE CITY,31/12/2026,G,"Mary Agnes G. Rillo, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1353,"Homes Health Centercity Government Of 
Parañaque/ Don",8823-6977,healthcenterdonbosco@gmail.com,"CEYLON ST. BETTERLIVING SUBD. DON
BOSCO,",PARAÑAQUE CITY,31/12/2026,G,"Darwin B. David, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1354,"Bosco Health Centercity Government Of 
Parañaque/",8824-3567,mervillehealthcenter@gmail.com,"DALY RD. COR SOUTH ADMIRAL
VILLAGE, BRGY MERVILE",PARAÑAQUE CITY,31/12/2026,G,"Annie Eliza D. Wong, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1356,"Valley Mega Health Centercity Government Of 
Parañaque/Baclaran Health 
Center",8256-6876,baclaran_healthcenter@yahoo.co m.ph,"PINAGLABANAN ST BACLARAN ELEM SCHOOL 
CPD",PARAÑAQUE CITY,31/12/2026,G,"Armando R. Arsenio, Jr",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1359,"Huerta Health Centercity Government Of 
Parañaque/Marcelo Green 
Health",8807-0927,marceloghc@gmail.com,"MARCELO AVE MARCELO GREEN VILL BGY 
MARCELO GREEN",PARAÑAQUE CITY,31/12/2026,G,Mc Ybrahim Ignacio Manay,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1361,"City Government Of 
Parañaque/San Isidro Health 
Center",8403-4624,sanisidro_hc@yahoo.com,DR A SANTOS AVENUE SAN ISIDRO,PARAÑAQUE CITY,31/12/2026,G,Elaine Grace C. Bognot,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1363,"City Government Of 
Parañaque/Santo Niño Health 
Center",8255-7367,stoninohealth2020@gmail.com,"DAHLIA ST COR C DE LEON ST BRGY STO. 
NIÑO",PARAÑAQUE CITY,31/12/2026,G,"Maria Radelma T. Briones, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1364,"City Government Of 
Parañaque/Tambo",8403-4910,tambohc@yahoo.com,"QUIRINO AVE COR GABRIEL ST, BRGY.
TAMBO",PARAÑAQUE CITY,31/12/2026,G,"Ana Maria Magnolia D.
Fernandez, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1366,"Health Centercity Government Of Taguig
/Bagumbayan Health Center",826-5347,bagumbayantaguighc@gmail.com,"ROCKY SIDE MULTIPURPOSE HALL 2F PUROK 
2 ROCKYSIDE VILL
BAGUMBAYAN",TAGUIG,31/12/2025,G,"Francel Migriño, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1368,"Health Centercity Government Of Taguig 
/Calzada Health Center",242-7875,calzadahealthcenter@gmail.com / gigi_monsod@yahoo.com,"1 RUHALE ST., CALZADA, TIPAS,",TAGUIG,31/12/2025,G,"Sherry Ann A. Juta-Bergado, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1370,"Bicutan Health Centercity Government Of Taguig 
/Central",478-3662,csignalhc@gmail.com,"02 COL. MIRANDA ST., ZONE 2,
CENTRAL SIGNAL,",TAGUIG,31/12/2025,G,"Anna Victoria G. Panopio, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1372,"Health Centercity Government Of Taguig 
/Fort",642-1262,fortbonifaciohc@gmail.com,"ZONE 3, BRGY. FORT BONIFACIO,",TAGUIG,31/12/2025,G,"Ma. Morena Moreno, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1374,"City Government Of Taguig 
/Ibayo",995-7953,ibayohc@gmail.com,"700 NATIVIDAD ST., IBAYO",TAGUIG,31/12/2025,G,"Cheryl May C. Miralles, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1377,"Health Centercity Government Of Taguig 
/Lower",478-6865,Bicutanoldlower@gmail.com,"365 M.L.Q. ST., PUROK 5, LOWER
BICUTAN",TAGUIG,31/12/2025,G,"Glenda Latorre, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1378,"Bicutan Health Centercity Government Of Taguig 
/Napindan",242-2753,napindanhc@gmail.com,"PUROK 1, LABAO ST., NAPINDAN",TAGUIG,31/12/2025,G,"Sherry Ann A. Juta-Bergado,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1379,"Health Centercity Government Of Taguig 
/New Lower",478-5043,nlbicutanhc@gmail.com,"PUROK 1, M.L.Q. ST., NEW LOWER
BICUTAN,",TAGUIG,31/12/2025,G,"Ma. Edisa C. Abana, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1382,"Signal Health Centercity Government Of Taguig 
/Palar",642-1262,palarhc@gmail.com,"SCORPION ST., PALAR,",TAGUIG,31/12/2025,G,"Sienna C. Mamalateo, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1385,"City Government Of Taguig /San 
Miguel",642-1262,brgysanmiguelhc@gmail.com,"SEAGULL AVE., BAYBREEZE, BRGY. SAN
MIGUEL,",TAGUIG,31/12/2025,G,"Ma. Criselda Flores, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1390,"Health Centercity Government Of Taguig 
/Tanyag",459-7006,"tanyaghealthcenter2020@gmail.co
m","PUROK 4, BAGONG TANYAG PROPER,",TAGUIG,31/12/2025,G,"Merlyn Dela Cruz, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1396,"Bicutan Health Centercity Government Of Taguig/ 
Maharlika",837-7002,maharlikataguighc@gmail.com,ATTAYA BLDG. MARAWI AVE. COR PENDATUN ST.,TAGUIG,31/12/2025,G,"Rocaya Vanessa Mangondato,
Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1397,Health Centerdela Paz Health Center,7356-1128,healthcenterdelapaz@gmail.com,"COMFREY LANE COR. F. MARIANO AVE.
DELA PAZ",PASIG CITY,31/12/2027,G,Sittie Noraisa A. Masorong Md,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1398,Doña Betang Health Center,682-1095,donabetanghc@gmail.com,"KALAKHANG STREET, BARANGAY
SANTOLAN",PASIG CITY,31/12/2027,G,"Marigi Jolliet T. Salvador, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1399,E. Zarate Hospital,8871-1440,e.zaratehospital@yahoo.com,"16 J. AGUILAR AVE., TALON 2",LAS PIÑAS CITY,31/12/2027,P,"Edgar L. Zarate, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1402,"Healthrix Medical & Diagnostic 
Clinic",8740-2534,main@healthrixmedical.com,"AM FLORES BLDG, 5353 MARIANO ST.
POBLACION, GENERAL LUNA",MAKATI CITY,31/12/2026,P,"Gerald D. Supañgan, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1406,Keralty Clinic,8637-9661,festival@keralty.com.ph,"LEVEL 2 FESTIVAL MALL BRGY
FILINVEST ALABANG",MUNTINLUPA CITY,31/12/2025,P,"Shirard Leonardo Adiviso, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1412,Makati Life Medical Center,8888-2020,makatilife.compliance@gmail.com,"METROPOLITAN AVE., MALUGAY ST.,",MAKATI CITY,31/12/2027,P,"Brian Michael I. Cabral, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1417,"Medical Benefit Clearinghouse, Inc.",8640-3581,theclinicbymbci@gmail.com,"G/F CITYSTATE CENTRE, 709 SHAW
BLVD. BRGY ORANBO",PASIG CITY,31/12/2025,P,"Sheila Marie S. Montagot, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1420,Medisense Laboratory Center Inc.,85713369,"MSLMKT2022.INCHARGE@GMAIL.
COM","3RD FLR BDO REPOSO MAKATI BR
BLDG 822 JP RIZAL ST",MAKATI CITY,31/12/2027,P,"Sandy C. Maganito, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1423,Mmda  Employees Clinic,8898-4200,medicalc76@gmail.com,"DOÑA JULIA VARGAS CORNER MOLAVE
STREET BRGY. UGONG",PASIG CITY,31/12/2026,G,"Annabelle R. Ombina, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1428,"New World Diagnostics, Inc.",87908888,clinics@nwdi.com.ph,"J. W. DIOKNO BLVD. COR. BAYSHORE
AVE., MOA,",PASAY CITY,31/12/2027,P,"Patricia Diane S Lim, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1429,"O'Care Diagnostic Medical Center, Inc.",85212495,ocare.nurse2021@gmail.com / ocarediagnostic@gmail.com,"2F STWLPC BLDG 338 SENATOR GIL PUYAT 
AVENUE BRGY 4",PASAY CITY,31/12/2025,P,Romajean C. Oabel,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1434,"Health Centerpasay City Government For 
Cuyegkeng",8561-6040,drndalay@yahoo.com.ph,"CUYEGKENG STREET CORNER LAYUG
STREET",PASAY CITY,31/12/2025,G,"Noemi Z. Dalay, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1435,"Health Centerpasay City Government For 
Doña",8401-9846,bongdanaomd@gmail.com,DON CARLOS REVILLA STREET,PASAY CITY,31/12/2025,G,"Virgilio Danao Jr., Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1436,"Marta Health Centerpasay City Government For 
Doña Nena",8800-4437,mamanena2004@gmail.com,"148 AREA 1 CHEST CLINIC COMPOUND,
BRGY 186",PASAY CITY,31/12/2025,G,"Gilda T. Maragon, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1437,"Pasay City Government For Dr. 
Elvira",8551-1652,mdprecyg@yahoo.com,"DUAY CALIXTO HEALTH CENTER, A.
HIDALGO ST, BRGY 66",PASAY CITY,31/12/2025,G,"Precila N. Tagpis-Gooc, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1439,"Health Centerpasay City Government For M 
Dela Cruz",8358-3997,mdlchc2017@gmail.com,"PASAY BOULEVARD M. DELA CRUZ
STREET",PASAY CITY,31/12/2025,G,"John Emerson Francisco
Mendoza, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1440,"Health Centerpasay City Government For 
Malibay",8668-9729,dra_ginalyn@yahoo.com,"MALIBAY PLAZA C JOSE STREET
MALIBAY",PASAY CITY,31/12/2025,G,"Ginalyn M. Caguete, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1441,"Health Centerpasay City Government For San 
Isidro",8831-5275,sanisidrohealthcenterpasay@gmail. com,2001 DOMINGA STREET,PASAY CITY,31/12/2025,G,"Deborah A. Saguil-Efondo, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1442,"Health Centerpasay City Government For San 
Pablo",8668-9754,vlademiredomingo@yahoo.com.ph,"SAINT PETER STREET, MARICABAN",PASAY CITY,31/12/2025,G,"Vlademire Domingo, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1444,"Health Centerpasay City Government For 
Villamor",851-5029,roldanitable03@gmail.com,"ANDREWS AVENUE VILLAMOR AIRBASE
BARANGAY 183",PASAY CITY,31/12/2025,G,"Roldan R. Itable, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1445,Health Centerpasig City Health Office,8-6427754,pasigcityhealth@gmail.com,"5TH FLR, PASIG CITY HALL CARUNCHO
AVE SAN NICOLAS",PASIG CITY,31/12/2027,G,"Emma Ruth B. Cuevas, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1448,Protacio Health,8852-2953,protacio.phic@gmail.com,484 QUIRINO AVENUE TAMBO,PARAÑAQUE CITY,31/12/2025,P,"Gavino Gino Robertino P.
Herman, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1452,Rizal Medical Center,8865-8400,cao@rmc.doh.gov.ph,"PASIG BOULEVARD, BAGONG ILOG",PASIG CITY,31/12/2025,G,"Maria Rica M. Lumague, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1453,Rjr Del Rosario Medical Clinic Co.,85842451,"rjrdelrosariomedicalclinicco@gmail.
com","BLOCK 21 LOT 2, EUSEBIO AVE.,
BARANGAY PINAGBUHATAN",PASIG CITY,31/12/2025,P,Raymond Joseph R. Del Rosario,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1454,Rma Medical Clinic Corp.,88065174,rmamedicalcliniccorporation@gmai l.com,"LOT 11 BLK 24 G/F GOLDEN GATE
SUBD., TALON 3",LAS PIÑAS CITY,31/12/2025,P,"Ruby V. Andoque, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1466,Tlcc Medical Health Services,284052685,TLCCMEDSERV@GMAIL.COM,"U201 JEMCO BLDG C. RAYMUNDO COR
BERNAL ST, ROSARIO",PASIG CITY,31/12/2026,P,Thaddeus Ted R. Sanchez,NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1467,Ugong Health Center,84570028,ugong.healthcenter@gmail.com,"G/F UGONG BARANGAY HALL F.
LEGASPI STREET, UGONG",PASIG CITY,31/12/2027,G,"Joseph Raymond C. Ulep, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1468,"Unihealth Parañaque Hospital 
And",8832-0636,executiveoffice@unihealthparanaq ue.com,"DR. A. SANTOS AVENUE, BRGY. SAN
ISIDRO",PARAÑAQUE CITY,31/12/2025,P,"Marian G. Colasito, Md",NATIONAL CAPITAL REGION & RIZAL,NCR SOUTH
1033,"Antipolo Centro De Medikal 
Hospital",8292-4070,centrocares2023@gmail.com,SUMULONG HIGHWAY 224 MAYAMOT,ANTIPOLO,31/12/2026,P,"Arlyn V. Eming, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1034,Inc.Antipolo City Health Office,8696-4097,antipolo_cho2015@yahoo.com,"M SANTOS ST, SITIO MULAWIN, SAN
ROQUE",ANTIPOLO,31/12/2025,G,"Concepcion G. Lat, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1035,"Antipolo City Health Unit (Rhu 
Iii)",8696-4097,antipolo_cho2015@yahoo.com,"CMA BLDG., 3RD FLR., ARTELLAR AVE.,
BRGY DELA PAZ",ANTIPOLO,31/12/2025,G,"Raymond S. Macapagal, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1037,"Division, Philippine Armybagong Nayon Rural Health 
Unit Iii",8696-4097,antipolo_cho2015@yahoo.com,"COGEO VILLAGE, BRGY., BAGONG
NAYON",ANTIPOLO,31/12/2025,G,"Katrina C. Fernandez, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1040,Health Centerbirthright Inc,7257-5132,birthrightcainta19@gmail.com,"50 A BONIFACIO AVE. BRGY. STO.
DOMINGO",CAINTA,31/12/2025,P,"Ronnel Matibag, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1042,Buhanginan Rural Health Unit,8696-4097,antipolo_cho2015@yahoo.com,"SOLID CEMENT RD., BUHANGINAN,
BRGY. SAN JOSE",ANTIPOLO,31/12/2025,G,"Sylvi Lorraine C. Ramirez, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1043,Cainta Municipal Hospital,8-6962605,bcmh_records@gmail.com,"MUN. CMPD., A. BONIFACIO AVE.,
BRGY. STO. DOMINGO",CAINTA,31/12/2025,G,"Antonio Jayson L. Sierra, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1045,"Carlos Medical And Maternity 
Clinic",7272731,recordphilhealth@gmail.com,"MANILA EAST ROAD, LOOC",CARDONA,31/12/2025,P,"Dr. Maria Evangeline Tan De
Leon",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1046,"Cch Rural Health Unit Birthing 
Home 3",88220351,mhorodriguezofficial@yahoo.com,SITIO TANAG SAN ISIDRO,"RODRIGUEZ
(MONTALBAN)",31/12/2026,G,Lilani J. Pagulayan - Ruiz,NATIONAL CAPITAL REGION & RIZAL,RIZAL
1047,"Cupang Barangay Health 
Station",8696-4097,antipolo_cho2015@yahoo.com,"MARIA CORAZON BRGY, CUPANG",ANTIPOLO,31/12/2025,G,"April Gwyneth A. Perez, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1049,General Ricarte Health Center,8696-2606,h.officecainta@yahoo.com,"GEN. RICARTE ST., BRGY. SAN JUAN",CAINTA,31/12/2025,G,"Ramabel S, Rama, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1050,Gruar Health Center,8696-2606,h.officecainta@yahoo.com,"GRUAR SUBD., BRGY. STO. DOMINGO",CAINTA,31/12/2025,G,"Selma A. Valderama, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1053,"Mambugan Barangay Health 
Station",8696-4097,antipolo_cho2015@yahoo.com,"RUHAT 3 , BRGY. MAMBUGAN",ANTIPOLO,31/12/2025,G,"Bien Carmeli S. Hipolito, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1054,Mayamot Rural Health Unit Ii,8696-4097,antipolo_cho2015@yahoo.com,"SUMULONG HIGHWAY EXTENSION,
BRGY. MAYAMOT",ANTIPOLO,31/12/2025,G,"Rhea Lopez, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1055,Medexpert Clinics And Diagnostics Inc.,8655-9608,medexpertsclinic@gmail.com,"105 & 106 DECORO BLDG, 1 L. SANTOS ST 
COR A BONIFACIO AVE SAN JUAN",CAINTA,31/12/2025,P,"Joseph G. Macalla,  Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1058,Morong Rural Health Unit,8537-5000,morongrhu@yahoo.com,TUPAS ST. BRGY SAN PEDRO,MORONG,31/12/2025,G,"Ana Karina M. Mariano, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1059,"Municipality Of Angono / 
Angono",8650-5792,angonomho@gmail.com,"P. TOLENTINO ST., BRGY. SAN ISIDRO",ANGONO,31/12/2025,G,"Jose A. Lozo, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1060,"Rural Health Unitmunicipality Of Rodriguez/ Cch 
Rural",8654-3336,mhorodriguezofficial@yahoo.com,147 JP RIZAL AVENUE BALITE,"RODRIGUEZ
(MONTALBAN)",31/12/2026,G,"Hazel Morgado-Montolo, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1064,Pag-Asa Hospital,284512180,PAGASA_HOSPITAL@YAHOO.COM,899 NATIONAL ROAD BRGY PAGASA,BINANGONAN,31/12/2025,P,"Maria Rosiete M. Samson, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1065,Pfci Health Center,8696-2606,h.officecainta@yahoo.com,"SAMPAGUITA ST., PFCI EASTBANK RD,
BRGY. SAN ANDRES",CAINTA,31/12/2025,G,"Annie P. Demata, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1067,Pinugay Rural Health Unit,8696-4097,antipolo_cho2015@yahoo.com,"SITIO RIZZA, BRGY. SAN JOSE",ANTIPOLO,31/12/2025,G,"Abigael A. Odra, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1069,Rhu Iv San Isidro,8570-4897,newmhotaytay@gmail.com,"SAMPAGUITA ST., GREGORIA HEIGHTS
SAN ISIDRO",TAYTAY,31/12/2025,G,"John Rjouydith H. Tawat, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1073,San Mateo Super Health Center,8297-8100,mhosanmateo@gmail.com,"GSIS ROAD MUNICIPAL COMPLEX I
BRGY GUITNANG BAYAN",SAN MATEO,31/12/2025,G,"Nyl Jarem P. Amoroso, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1075,"Clinicst. Therese De Lima Medical 
Hospital,",400-5193,stmh_philhealth@yahoo.com,"J. SUMULONG AVENUE, BRGY.
BAGUMBAYAN",TERESA,31/12/2025,P,"Ma. Lourdes A. Cornel, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1076,"Inc.Supreme Care Medical 
Diagnostic And",7369-2504,management@supremecaremdic.com,TOMAS CLAUDIO ST SAN JUAN,MORONG,31/12/2025,P,"Christine M. Danganan, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1077,Imaging Center Inctanay Rural Health Unit I,8655-1773,tanayhealthoffice@gmail.com,M.H DEL PILAR ST. PLAZA ALDEA,TANAY,31/12/2025,G,"Amor Dulce A. Rivera, Md",NATIONAL CAPITAL REGION & RIZAL,RIZAL
1078,"Taytay Doctors Multispecialty 
Hospital",8539,taytaydoctorshospital@gmail.com,"6 RIZAL AVE., BRGY. SAN ISIDRO,",TAYTAY,31/12/2025,P,Dr. Eleonor E. Vallar,NATIONAL CAPITAL REGION & RIZAL,RIZAL
1470,Ajm Medical Health Services,046-4322004,majentamd@gmail.com,681 R. BASA ST SAN ROQUE,CAVITE CITY,31/12/2025,P,Rubilyn Casugay Nueva España,REGION IV-A,CAVITE
1472,"Asia Medic Family Hospital And 
Medical",(046),dpo.amfhmc@yahoo.com,"OLD PALA PALA ROAD,  SAMPALOC I",DASMARINAS,31/12/2025,P,"Nazarena T. Mata,M.D.",REGION IV-A,CAVITE
1477,Carsigma District Hospital,(046),carsigmadh@yahoo.com.ph,"POBLACION I, ARMY COMPOUND",GEN. M. ALVAREZ,31/12/2025,G,"Maria Imelda Simon, Md",REGION IV-A,CAVITE
